,_id,product,material,details,media,specifications,packagingDetails,documents
490,MDPZOL80000358,"{'productId': 'Z05-PF56213', 'details': {'longDescription': '<ul><li> Accessories for Zoll defibrillators</li><li> Assist with application of defibrillators</li></ul>', 'displayName': 'Accessories for Zoll Defibrillators', 'url': '/product/Accessories-for-Zoll-Defibrillators/Accessories/Z05-PF56213', 'manufacturer': 'ZOLL MEDICAL CORPORATION'}}",ZOL80000358,"{'isLatexFree': True, 'mfrProdNum': '8000-0358', 'salesUOM': 'BX', 'displayName': 'Oral/Nasal Cannula, CO2 with O2, Adult', 'packagingStringLong': '10 Each / box', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPZOL80000358', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'ZOLL MEDICAL CORPORATION', 'packagingStringShort': '10/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/ZOL/ZOL80000358_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Product Use', 'value': ['CO2']}, {'name': 'UNSPSC', 'value': ['42271709']}, {'name': 'Unit Compatibility', 'value': ['M CCT and M', 'Zoll']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '10 Each / box', 'volume': 0.007, 'grossWeight': 0.1, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 7, 'casePack': '', 'volume': 0.065, 'grossWeight': 1, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 4, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 4}]",
491,MDPWIL1301604462,"{'productId': 'Z05-PF161721', 'details': {'displayName': 'T-DOC Sterilization System/Accessories', 'url': '/product/T-DOC-Sterilization-System/Accessories/Sterilization-Containers/Z05-PF161721', 'manufacturer': 'GETINGE GROUP'}}",WIL1301604462,"{'isLatexFree': True, 'mfrProdNum': '61301604462', 'salesUOM': 'CS', 'displayName': 'T-DOC Sterilization Label, 2"" x 4"", 3 Part Label', 'packagingStringLong': '2 Each / 2 Roll / 1 box / 1 Pack / Case', 'url': '/sku/item/MDPWIL1301604462', 'baseUOM': 'RL', 'deliveryUOM': 'CS', 'manufacturer': 'GETINGE GROUP', 'packagingStringShort': '2/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/WIL1301604462.jpg'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42281500']}]","[{'baseUomDesc': 'Roll', 'uomDesc': 'Each', 'length': 3.42, 'casePack': '2 Each / Case', 'volume': 0.023, 'grossWeight': 2, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 3.42, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.42}, {'baseUomDesc': 'Roll', 'uomDesc': 'Roll', 'length': 3.42, 'casePack': '2 Roll / Case', 'volume': 0.023, 'grossWeight': 2, 'netWeight': 0, 'uom': 'RL', 'salesUom': False, 'width': 3.42, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.42}, {'baseUomDesc': 'Roll', 'uomDesc': 'box', 'length': 8.75, 'casePack': '1 box / Case', 'volume': 0.388, 'grossWeight': 4, 'netWeight': 0, 'uom': 'BX', 'salesUom': False, 'width': 8.75, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 2, 'height': 8.75}, {'baseUomDesc': 'Roll', 'uomDesc': 'Case', 'length': 8.75, 'casePack': '', 'volume': 0.388, 'grossWeight': 4, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 8.75, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 2, 'height': 8.75}, {'baseUomDesc': 'Roll', 'uomDesc': 'Pack', 'length': 8.75, 'casePack': '1 Pack / Case', 'volume': 0.388, 'grossWeight': 4, 'netWeight': 0, 'uom': 'PK', 'salesUom': False, 'width': 8.75, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 2, 'height': 8.75}]",
492,MDPNONHDY304314,"{'productId': 'Z05-PF136809', 'details': {'longDescription': '<ul><li> Used in\xa0healthcare facilities to safely collect and dispose of hazardous medical waste such as linen, blood products, and materials contaminated with bodily fluids</li><li> Encourage proper handling and disposal, helping to protect workers from unnecessary exposure and ensure disposal procedures are followed</li><li> Color-coding biohazard symbols and bilingual markings help keep materials separated</li></ul>', 'displayName': 'Infectious Linen Liners', 'url': '/product/Infectious-Linen-Liners/Hamper-Liners/Z05-PF136809', 'manufacturer': 'MEDLINE'}}",NONHDY304314,"{'isLatexFree': True, 'mfrProdNum': 'HDY304314', 'salesUOM': 'CS', 'displayName': 'Infectious Linen Liner, Yellow, 30.5"" x 43"", 14 Mic, Roll', 'description': 'LINER, YELLOW, 30.5&quot;X43&quot;, 33 GALLON, 14 MIC, ROLL PACK, 10 ROLLS OF 25 EACH, 250 EA/CS. &quot;INFECTIOUS LINEN&quot; PRINT IN BOTH ENGLISH AND SPANISH AND BIOHAZARD SYMBOL.', 'packagingStringLong': '250 Each / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPNONHDY304314', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '250/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/NON/NONHDY304314_PRI02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NONHDY304314_HRE02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/NON/NONHDY304314_HRE03.JPG'}]","[{'name': 'Closure Type', 'value': ['Manual Tie']}, {'name': 'Color', 'value': ['Yellow']}, {'name': 'Density', 'value': ['High']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['30.5 ""']}, {'name': 'Liner Type', 'value': ['Infectious Linen Liners']}, {'name': 'Material', 'value': ['Polyethylene']}, {'name': 'Package Type', 'value': ['Rolled']}, {'name': 'Printed', 'value': ['Yes']}, {'name': 'Product Type', 'value': ['Infectious Linen Liners']}, {'name': 'Size_Gallon', 'value': ['35 Gallon']}, {'name': 'Thickness Micron', 'value': ['14']}, {'name': 'UNSPSC', 'value': ['47121701']}, {'name': 'Weight Capacity Pounds', 'value': ['50 lb']}, {'name': 'Width Inches', 'value': ['43 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0, 'casePack': '250 Each / Case', 'volume': 0.001, 'grossWeight': 0.033, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0, 'gtinAndUpc': '10888277359796', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.25, 'casePack': '', 'volume': 0.842, 'grossWeight': 12.6, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 11.25, 'gtinAndUpc': '40888277359797', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 250, 'height': 7.5}]","[{'name': 'MSD_SDSE0249.pdf', 'type': 'materialSafetyData', 'url': 'https://www.medline.com/media/catalog/Docs/MSDS/MSD_SDSE0249.pdf'}]"
493,MDPHWP68PCHAT,"{'productId': 'Z05-PF277512', 'details': {'displayName': 'First Response Kit by Philips', 'url': '/product/First-Response-Kit-by-Philips/Accessories/Z05-PF277512', 'manufacturer': 'ROYAL PHILIPS'}}",HWP68PCHAT,"{'mfrProdNum': '68PCHAT', 'salesUOM': 'EA', 'displayName': 'KIT,FAST RESPONSE', 'packagingStringLong': '1 box / Each', 'hcpcsCode': 'NO CODE - DISCONTINUED ITEM', 'url': '/sku/item/MDPHWP68PCHAT', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'ROYAL PHILIPS', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/spc/300x300/HWP68PCHAT.jpg'}]","[{'name': 'Latex Free', 'value': ['No']}, {'name': 'UNSPSC', 'value': ['42181716']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 0, 'casePack': '1 box / Each', 'volume': 0, 'grossWeight': 0, 'netWeight': 0, 'uom': 'BX', 'salesUom': False, 'width': 0, 'gtinAndUpc': None, 'weightUom': None, 'volumeUom': None, 'conversion': 1, 'height': 0}, {'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 3.5, 'casePack': '', 'volume': 0.006, 'grossWeight': 0.05, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 1.5, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 1}]",
494,MDPEVSBL40462RPF,"{'productId': 'Z05-PF39830', 'details': {'longDescription': '<ul><li> Used in\xa0healthcare facilities to safely collect and dispose of hazardous medical waste such as linen, blood products, and materials contaminated with bodily fluids</li><li> Encourage proper handling and disposal, helping to protect workers from unnecessary exposure and ensure disposal procedures are followed</li><li> Use these bags in hamper stands or receptacles\xa0to keep them open</li></ul>', 'displayName': 'Medline Biohazard Liners', 'url': '/product/Medline-Biohazard-Liners/Distributed-Products/Z05-PF39830', 'manufacturer': 'MEDLINE'}}",EVSBL40462RPF,"{'isLatexFree': True, 'mfrProdNum': 'EVSBL40462RPF', 'salesUOM': 'CS', 'displayName': 'Biohazard Liner, Red, 40 x 46, 2.0 Mil, Flat', 'packagingStringLong': '100 Each / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPEVSBL40462RPF', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'MEDLINE', 'packagingStringShort': '100/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBL40462RPF_PRI02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBL40462RPF_HRE02.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBL40462RPF_HRE04.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/EVS/EVSBL40462RPF_HRE05.JPG'}]","[{'name': 'Biohazard Symbol', 'value': ['Yes']}, {'name': 'Closure Type', 'value': ['Manual Tie']}, {'name': 'Color', 'value': ['Red']}, {'name': 'Density', 'value': ['Low']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Length Inches', 'value': ['40 ""']}, {'name': 'Liner Type', 'value': ['Biohazard Liners']}, {'name': 'Material', 'value': ['Polyethylene']}, {'name': 'Package Type', 'value': ['Flat']}, {'name': 'Printed', 'value': ['Yes']}, {'name': 'Product Type', 'value': ['Biohazard Liners']}, {'name': 'Size_Gallon', 'value': ['45 Gallon']}, {'name': 'Thickness Mil', 'value': ['2 mil']}, {'name': 'UNSPSC', 'value': ['42192801']}, {'name': 'Weight Capacity Pounds', 'value': ['100 lb']}, {'name': 'Width Inches', 'value': ['46 ""']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 0.001, 'casePack': '100 Each / Case', 'volume': 0, 'grossWeight': 0.292, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 0.001, 'gtinAndUpc': '20193489135326', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 0.001}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.5, 'casePack': '', 'volume': 0.787, 'grossWeight': 22.5, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 11.1, 'gtinAndUpc': '10193489135329', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 100, 'height': 7}]",
495,MDPMAP135000,"{'productId': 'Z05-PF65366', 'details': {'longDescription': '<ul><li> Multipurpose disinfectant/decontaminant cleaner for use on hard nonporous surfaces</li><li> Effective in killing bacteria, viruses and fungi in 1 minute, including TB, norovirus, <i>A. baumannii</i>, HIV-1, HBV, HCV and many more</li><li> Will effectively clean and disinfect surfaces and can help reduce the risk of cross contamination when used as directed</li><li> Fragrance free</li></ul>', 'displayName': 'CaviCide1 Surface Disinfectant', 'url': '/product/CaviCide1-Surface-Disinfectant/Disinfectants/Z05-PF65366', 'manufacturer': 'METREX RESEARCH'}}",MAP135000,"{'isLatexFree': True, 'mfrProdNum': '13-5000', 'salesUOM': 'CS', 'displayName': '1-Gallon Bottle CaviCide1 Surface Disinfectant', 'packagingStringLong': '4 Each / 4 Gallon / Case', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMAP135000', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'METREX RESEARCH', 'packagingStringShort': '4/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MAP/MAP135000_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Product Function', 'value': ['Disinfectant']}, {'name': 'UNSPSC', 'value': ['42281604']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 6.1, 'casePack': '4 Each / Case', 'volume': 0.241, 'grossWeight': 8.2, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 6, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 11.4}, {'baseUomDesc': 'Each', 'uomDesc': 'Gallon', 'length': 6.9, 'casePack': '4 Gallon / Case', 'volume': 0.271, 'grossWeight': 8.35, 'netWeight': 0, 'uom': 'GL', 'salesUom': False, 'width': 6, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 11.3}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 12.6, 'casePack': '', 'volume': 1.157, 'grossWeight': 34.5, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 12.8, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 4, 'height': 12.4}]","[{'name': 'MSD_SDSD14409.pdf', 'type': 'materialSafetyData', 'url': 'https://www.medline.com/media/catalog/Docs/MSDS/MSD_SDSD14409.pdf'}]"
496,MDPMPHBD2-1HM,"{'productId': 'Z05-PF132538', 'details': {'longDescription': '<ul><li> 10° tilt capacity</li><li> Dual handles</li><li> 5"" casters (2 locking, 2 nonlocking)</li><li> Self-closing with heavy-duty drawers that stay closed during transport</li></ul>', 'displayName': 'Marco 2 Drawer Bassinets', 'url': '/product/Marco-2-Drawer-Bassinets/Bassinets/Z05-PF132538', 'manufacturer': 'AMICO CORPORATION'}}",MPHBD2-1HM,"{'mfrProdNum': 'BB-MMD2-01-HMP', 'salesUOM': 'EA', 'displayName': 'Bassinet with 2 Drawers and Pullout Table, Hard Rock Maple', 'packagingStringLong': '1 Each / Each', 'hcpcsCode': 'NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS', 'url': '/sku/item/MDPMPHBD2-1HM', 'baseUOM': 'EA', 'deliveryUOM': 'EA', 'manufacturer': 'AMICO CORPORATION', 'packagingStringShort': '1 EA'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/MPH/MPHBD2-1HM_PRI01.JPG'}]","[{'name': 'Cabinet', 'value': ['No']}, {'name': 'Color', 'value': ['Hardrock Maple']}, {'name': 'Latex Free', 'value': ['No']}, {'name': 'Material', 'value': ['Melamine']}, {'name': 'Mattress Included', 'value': ['No']}, {'name': 'Number of Drawers', 'value': ['2']}, {'name': 'Pad Included', 'value': ['No']}, {'name': 'Portable', 'value': ['Yes']}, {'name': 'Shelf-Drawer Configuration', 'value': ['2 Drawers']}, {'name': 'UNSPSC', 'value': ['42191803']}, {'name': 'Wheels Included', 'value': ['Yes']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 46, 'casePack': '1 Each / Each', 'volume': 46.667, 'grossWeight': 210, 'netWeight': 0, 'uom': 'EA', 'salesUom': True, 'width': 46, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 52}]","[{'name': 'LITRETIRED LIT - 701R_CAT_Capital Eq.pdf', 'type': 'marketing', 'url': 'https://www.medline.com/media/catalog/Docs/MKT/LITRETIRED LIT - 701R_CAT_Capital Eq.pdf'}]"
497,MDPFBC1040Z,"{'productId': 'Z05-PF167480', 'details': {'longDescription': '<ul><li> Discreet contoured design features absorbent core to lock in moisture and odor and keep skin dry</li><li> Waterproof backsheet is soft, comfortable and fabric-like; won\'t make crinkle noises like plastic backsheets</li><li> Moisture-wicking topsheet features a tasteful design for feminine appearance</li><li> Adhesive strip gently holds the pad in place in any type of underwear</li><li> Individually wrapped to go anywhere with discretion</li><li> <a href="" https://www.medline.com/product/Bladder-Pad-Liners/Bladder-Control-Pads/Z05-PF167480?question=FBC1010&amp;index=P1&amp;indexCount=1#mrkMore "" target=""_blank""> Learn more about FitRight Bladder Control Pads</a>', 'displayName': 'FitRight Bladder Control Pads', 'url': '/product/FitRight-Bladder-Control-Pads/Bladder-Control-Pads/Z05-PF167480', 'manufacturer': 'MEDLINE'}}",FBC1040Z,"{'isLatexFree': True, 'mfrProdNum': 'FBC1040', 'salesUOM': 'BG', 'displayName': 'Ultimate Bladder Pad Liners, 5.5"" x 15.75""', 'packagingStringLong': '10 Each / Bag', 'hcpcsCode': 'NOT COVERED BY MEDICARE - CHECK REIMBURSEMENT WITH MEDICAID', 'url': '/sku/item/MDPFBC1040Z', 'baseUOM': 'EA', 'deliveryUOM': 'BG', 'manufacturer': 'MEDLINE', 'packagingStringShort': '10/BG'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/FBC/FBC1040Z_PRI04.JPG'}, {'type': 'imageAlternate', 'url': 'https://www.medline.com/media/catalog/sku/FBC/FBC1040Z_HRE02.JPG'}]","[{'name': 'Absorbency', 'value': ['3 of 10']}, {'name': 'Absorbency Level', 'value': ['3 of 10']}, {'name': 'Adhesive Strip', 'value': ['Yes']}, {'name': 'Bag Appearance', 'value': ['Printed']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Reusable or Disposable', 'value': ['Disposable']}, {'name': 'UNSPSC', 'value': ['53131639']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 2.664, 'casePack': '10 Each / Bag', 'volume': 0.012, 'grossWeight': 0.095, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 2.664, 'gtinAndUpc': '10888277677968', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 2.664}, {'baseUomDesc': 'Each', 'uomDesc': 'Bag', 'length': 8.3, 'casePack': '', 'volume': 0.109, 'grossWeight': 0.9500000000000001, 'netWeight': 0, 'uom': 'BG', 'salesUom': True, 'width': 5.3, 'gtinAndUpc': '888277677961', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 10, 'height': 4.3}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 17.9, 'casePack': '1 Bag / Bag', 'volume': 1.748, 'grossWeight': 13.05, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 14.3, 'gtinAndUpc': '20888277677965', 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 120, 'height': 11.8}]",
498,MDPSLT40037725,"{'productId': 'Z05-PF33084', 'details': {'longDescription': '<ul><li> Unique piggyback design helps provide comfortable and convenient oxygen delivery and EtCO2 sampling during spontaneous breathing</li><li> CO2 and O2 delivers from both nares</li></ul>', 'displayName': 'Piggyback CO2 and O2 Cannulas', 'url': '/product/Piggyback-CO2-and-O2-Cannulas/Cannulas-Tubing/Z05-PF33084', 'manufacturer': 'SALTER LABS'}}",SLT40037725,"{'isLatexFree': True, 'mfrProdNum': '4003-7-7-25', 'salesUOM': 'CS', 'displayName': ""Adult Cannula, Sampling, Nasal, Tubing, Male, 7', CO2"", 'packagingStringLong': '25 Each / Case', 'url': '/sku/item/MDPSLT40037725', 'baseUOM': 'EA', 'deliveryUOM': 'CS', 'manufacturer': 'SALTER LABS', 'packagingStringShort': '25/CS'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/SLT/SLT40037725_PRI01.JPG'}]","[{'name': 'Latex Free', 'value': ['Yes']}, {'name': 'UNSPSC', 'value': ['42271709']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 11.696, 'casePack': '25 Each / Case', 'volume': 0.926, 'grossWeight': 0.8, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 11.696, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 11.696}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 20, 'casePack': '', 'volume': 1.806, 'grossWeight': 6, 'netWeight': 0, 'uom': 'CS', 'salesUom': True, 'width': 12, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 25, 'height': 13}]",
499,MDPALA603420Z,"{'productId': 'Z05-PF162152', 'details': {'longDescription': '<ul><li> Nonwoven dressing with Hydrolock technology and antimicrobial action designed to gel in contact with exudate for sustained protection against broad range of gram-negative and gram-positive bacteria</li><li> Hydrolock technology helps lock in fluid to reduce risk of leakage and maceration</li><li> High-retention capacity helps absorb and retain exudate, bacteria and blood to reduce risk of leakage onto surrounding skin and maceration</li><li> High-tensile strength for 1-piece dressing removal</li><li> Indicated for exuding wounds, including pressure ulcers, leg and foot ulcers, partial-thickness burns, surgical wounds, donor sites, chronic wounds and oncology wounds</li></ul>', 'displayName': 'Exufiber Hydrolock AG+ Gelling Fiber Wound Dressings', 'url': '/product/Exufiber-Hydrolock-AG-Gelling-Fiber-Wound-Dressings/Antimicrobial-Gel/Z05-PF162152', 'manufacturer': 'MOLNLYCKE HEALTHCARE US LLC'}}",ALA603420Z,"{'isLatexFree': True, 'mfrProdNum': '603420', 'salesUOM': 'BX', 'displayName': 'Exufiber Hydrolock AG+ Gelling Fiber Wound Dressing, Rope, 0.8"" x 17.7""', 'packagingStringLong': '5 Each / box', 'url': '/sku/item/MDPALA603420Z', 'baseUOM': 'EA', 'deliveryUOM': 'BX', 'manufacturer': 'MOLNLYCKE HEALTHCARE US LLC', 'packagingStringShort': '5/BX'}","[{'type': 'imagePrimary', 'url': 'https://www.medline.com/media/catalog/sku/ALA/ALA603420Z_PRI01.JPG'}]","[{'name': 'Applications and Size', 'value': ['2cm x 45 cm']}, {'name': 'Latex Free', 'value': ['Yes']}, {'name': 'Product Category', 'value': ['Silver Dressings']}, {'name': 'UNSPSC', 'value': ['42311514']}, {'name': 'Wound Condition Type', 'value': ['Highly Exuding']}]","[{'baseUomDesc': 'Each', 'uomDesc': 'Each', 'length': 3.383, 'casePack': '5 Each / box', 'volume': 0.022, 'grossWeight': 0.1, 'netWeight': 0, 'uom': 'EA', 'salesUom': False, 'width': 3.383, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 1, 'height': 3.383}, {'baseUomDesc': 'Each', 'uomDesc': 'box', 'length': 5.785, 'casePack': '', 'volume': 0.112, 'grossWeight': 0.5, 'netWeight': 0, 'uom': 'BX', 'salesUom': True, 'width': 5.785, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 5, 'height': 5.785}, {'baseUomDesc': 'Each', 'uomDesc': 'Case', 'length': 12, 'casePack': '1 box / box', 'volume': 0.444, 'grossWeight': 1, 'netWeight': 0, 'uom': 'CS', 'salesUom': False, 'width': 8, 'gtinAndUpc': None, 'weightUom': 'LB', 'volumeUom': 'FT3', 'conversion': 20, 'height': 8}]",
